category,folder_name,movie_name,year,relative_path,parse_status,note
原盘压缩（外语）,黄海.2010.DC.BluRay.1080p.x264.DTS-CMCT,黄海,2010,原盘压缩（外语）/黄海.2010.DC.BluRay.1080p.x264.DTS-CMCT,OK,
原盘压缩（外语）,黑天使.1990.UHD.BluRay.2160p.x265.10bit.DV.HDR.DTS-HD.MA.5.1.mUHD-FRDS,黑天使,1990,原盘压缩（外语）/黑天使.1990.UHD.BluRay.2160p.x265.10bit.DV.HDR.DTS-HD.MA.5.1.mUHD-FRDS,OK,
原盘压缩（外语）,黑客帝国.1999.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,黑客帝国,1999,原盘压缩（外语）/黑客帝国.1999.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,黑客帝国2.重装上阵.2003.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,黑客帝国2 重装上阵,2003,原盘压缩（外语）/黑客帝国2.重装上阵.2003.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,黑客帝国3.矩阵革命.2003.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,黑客帝国3 矩阵革命,2003,原盘压缩（外语）/黑客帝国3.矩阵革命.2003.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,黑客帝国4.矩阵重启.2021.2160p.UHD.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-WICK,黑客帝国4 矩阵重启,2021,原盘压缩（外语）/黑客帝国4.矩阵重启.2021.2160p.UHD.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-WICK,OK,
原盘压缩（外语）,黑寡妇.2021.2160p.HDR.UHD.BluRay.TrueHD.7.1.Atmos.x265.10bit.HDS,黑寡妇,2021,原盘压缩（外语）/黑寡妇.2021.2160p.HDR.UHD.BluRay.TrueHD.7.1.Atmos.x265.10bit.HDS,OK,
原盘压缩（外语）,黑帮大佬和我的365日.2020.1080p.NF.WEB-DL.DD2.0.x264-NTb(77)mkv.ia,黑帮大佬和我的365日,2020,原盘压缩（外语）/黑帮大佬和我的365日.2020.1080p.NF.WEB-DL.DD2.0.x264-NTb(77)mkv.ia,OK,
原盘压缩（外语）,黑衣人.1997.1080p.BluRay.DTS.x264-PublicHD,黑衣人,1997,原盘压缩（外语）/黑衣人.1997.1080p.BluRay.DTS.x264-PublicHD,OK,
原盘压缩（外语）,黑衣人.全球追缉.2019.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,黑衣人 全球追缉,2019,原盘压缩（外语）/黑衣人.全球追缉.2019.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,黑衣人2.2002.1080p.BluRay.x264-PSYCHD[rarbg],黑衣人2,2002,原盘压缩（外语）/黑衣人2.2002.1080p.BluRay.x264-PSYCHD[rarbg],OK,
原盘压缩（外语）,黑衣人3.2012.1080p.BluRay.x264.DTS-HDChina [PublicHD],黑衣人3,2012,原盘压缩（外语）/黑衣人3.2012.1080p.BluRay.x264.DTS-HDChina [PublicHD],OK,
原盘压缩（外语）,黑豹.2018.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,黑豹,2018,原盘压缩（外语）/黑豹.2018.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,黑豹2.2022.BluRay.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,黑豹2,2022,原盘压缩（外语）/黑豹2.2022.BluRay.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,OK,
原盘压缩（外语）,黑镜.潘达斯奈基.2018.2160p.WEBRip.X264-DEFLATE,黑镜 潘达斯奈基,2018,原盘压缩（外语）/黑镜.潘达斯奈基.2018.2160p.WEBRip.X264-DEFLATE,OK,
原盘压缩（外语）,黑鹰坠落.2001.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.TrueHD-7.1.Atmos-TERMiNAL,黑鹰坠落,2001,原盘压缩（外语）/黑鹰坠落.2001.EXTENDED.2160p.UHD.BluRay.x265.10bit.HDR.TrueHD-7.1.Atmos-TERMiNAL,OK,
原盘压缩（外语）,龙之吻.2001.1080p.BluRay.x264.DTS-FGT,龙之吻,2001,原盘压缩（外语）/龙之吻.2001.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,龙卷风.1996.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,龙卷风,1996,原盘压缩（外语）/龙卷风.1996.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,OK,
原盘压缩（外语）,龙虾.2015.1080p.BluRay.x264.DTS-HD.MA.5.1-RARBG,龙虾,2015,原盘压缩（外语）/龙虾.2015.1080p.BluRay.x264.DTS-HD.MA.5.1-RARBG,OK,
