category,folder_name,movie_name,year,relative_path,parse_status,note
原盘压缩（外语）,菲利普船长.2013.UHD.BluRay.2160p.TrueHD.Atmos.7.1.x265.10bit.DoVi-beAst,菲利普船长,2013,原盘压缩（外语）/菲利普船长.2013.UHD.BluRay.2160p.TrueHD.Atmos.7.1.x265.10bit.DoVi-beAst,OK,
原盘压缩（外语）,萨利机长.Sully.2016.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,萨利机长 Sully,2016,原盘压缩（外语）/萨利机长.Sully.2016.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,蒙太奇.2013.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai,蒙太奇,2013,原盘压缩（外语）/蒙太奇.2013.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai,OK,
原盘压缩（外语）,蚁人.2015.ULTRAHD.Blu-ray.2160p.TrueHD.Atmos.7.1.x265.10bit-DreamHD,蚁人,2015,原盘压缩（外语）/蚁人.2015.ULTRAHD.Blu-ray.2160p.TrueHD.Atmos.7.1.x265.10bit-DreamHD,OK,
原盘压缩（外语）,蚁人2.黄蜂女现身.2018.BluRay.2160p.Atmos.TrueHD7.1.x265.10bit-DreamHD,蚁人2 黄蜂女现身,2018,原盘压缩（外语）/蚁人2.黄蜂女现身.2018.BluRay.2160p.Atmos.TrueHD7.1.x265.10bit-DreamHD,OK,
原盘压缩（外语）,蚁人与黄蜂女.量子狂潮.2023.BluRay.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,蚁人与黄蜂女 量子狂潮,2023,原盘压缩（外语）/蚁人与黄蜂女.量子狂潮.2023.BluRay.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,OK,
原盘压缩（外语）,蜘蛛侠.2002.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,蜘蛛侠,2002,原盘压缩（外语）/蜘蛛侠.2002.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,OK,
原盘压缩（外语）,蜘蛛侠.英雄归来.2017.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,蜘蛛侠 英雄归来,2017,原盘压缩（外语）/蜘蛛侠.英雄归来.2017.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,蜘蛛侠.英雄无归.2021.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,蜘蛛侠 英雄无归,2021,原盘压缩（外语）/蜘蛛侠.英雄无归.2021.2160p.UHD.BluRay.x265.10bit.HDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,蜘蛛侠2.2004.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,蜘蛛侠2,2004,原盘压缩（外语）/蜘蛛侠2.2004.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,OK,
原盘压缩（外语）,蜘蛛侠2.英雄远征.2019.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,蜘蛛侠2 英雄远征,2019,原盘压缩（外语）/蜘蛛侠2.英雄远征.2019.2160p.BluRay.x265.10bit.SDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,蜘蛛侠3.2007.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,蜘蛛侠3,2007,原盘压缩（外语）/蜘蛛侠3.2007.2160P.BDRIP.x265.10bit.HDR.HEVC-YUV420P10.TrueHD.7.1,OK,
原盘压缩（外语）,蜻蜓侠.2008.1080p.BluRay.x264.DTS-FGT,蜻蜓侠,2008,原盘压缩（外语）/蜻蜓侠.2008.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,蝙蝠侠与罗宾.1997.1080p.BluRay.x264.DTS-FGT,蝙蝠侠与罗宾,1997,原盘压缩（外语）/蝙蝠侠与罗宾.1997.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,蝙蝠侠前传.侠影之谜.2005.UHD.BluRay.2160p.10bit.DoVi.4Audio.DTS-HD.MA.5.1.x265-beAst,蝙蝠侠前传 侠影之谜,2005,原盘压缩（外语）/蝙蝠侠前传.侠影之谜.2005.UHD.BluRay.2160p.10bit.DoVi.4Audio.DTS-HD.MA.5.1.x265-beAst,OK,
原盘压缩（外语）,蝙蝠侠前传2.黑暗骑士.2008.UHD.BluRay.2160p.10bit.DoVi.3Audio.DTS-HD.MA.5.1.x265-beAst,蝙蝠侠前传2 黑暗骑士,2008,原盘压缩（外语）/蝙蝠侠前传2.黑暗骑士.2008.UHD.BluRay.2160p.10bit.DoVi.3Audio.DTS-HD.MA.5.1.x265-beAst,OK,
原盘压缩（外语）,蝙蝠侠前传3.黑暗骑士崛起.2012.UHD.BluRay.2160p.10bit.DoVi.4Audio.DTS-HD.MA.5.1.x265-beAst,蝙蝠侠前传3 黑暗骑士崛起,2012,原盘压缩（外语）/蝙蝠侠前传3.黑暗骑士崛起.2012.UHD.BluRay.2160p.10bit.DoVi.4Audio.DTS-HD.MA.5.1.x265-beAst,OK,
原盘压缩（外语）,蝙蝠侠大战超人.正义黎明.2016.EXTENDED.1080p.BluRay.x264.DTS-HD.MA.7.1-RARBG,蝙蝠侠大战超人 正义黎明,2016,原盘压缩（外语）/蝙蝠侠大战超人.正义黎明.2016.EXTENDED.1080p.BluRay.x264.DTS-HD.MA.7.1-RARBG,OK,
原盘压缩（外语）,蝙蝠侠归来.1992.1080p.BluRay.x264.DTS-FGT,蝙蝠侠归来,1992,原盘压缩（外语）/蝙蝠侠归来.1992.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,蝴蝶效应.2004.DC.1080p.BluRay.x264.DTS-FGT,蝴蝶效应,2004,原盘压缩（外语）/蝴蝶效应.2004.DC.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,血战钢锯岭.2016.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst,血战钢锯岭,2016,原盘压缩（外语）/血战钢锯岭.2016.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD(Atmos).7.1.x265-beAst,OK,
原盘压缩（外语）,西线无战事.2022.2160p.HDR.Netflix.WEBRip.DD+.Atmos.5.1.x265-TrollUHD,西线无战事,2022,原盘压缩（外语）/西线无战事.2022.2160p.HDR.Netflix.WEBRip.DD+.Atmos.5.1.x265-TrollUHD,OK,
原盘压缩（外语）,西西里美丽的传说.2000.UNCUT.Bluray.1080p.x265.AAC(5.1).GREENOTEA,西西里美丽的传说,2000,原盘压缩（外语）/西西里美丽的传说.2000.UNCUT.Bluray.1080p.x265.AAC(5.1).GREENOTEA,OK,
原盘压缩（外语）,记忆碎片.2000.BluRay.1080p.x264.DTS-CMCT,记忆碎片,2000,原盘压缩（外语）/记忆碎片.2000.BluRay.1080p.x264.DTS-CMCT,OK,
原盘压缩（外语）,证人.2019.1080p.BluRay.x264-GiMCHi[rarbg],证人,2019,原盘压缩（外语）/证人.2019.1080p.BluRay.x264-GiMCHi[rarbg],OK,
原盘压缩（外语）,诈骗王.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.HDR.HEVC-TEPES,诈骗王,2022,原盘压缩（外语）/诈骗王.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.HDR.HEVC-TEPES,OK,
原盘压缩（外语）,诡才之道.2024.60FPS.2160p.WEB-DL.H265.10bit.DV.DTS.5.1-OurTV,诡才之道,2024,原盘压缩（外语）/诡才之道.2024.60FPS.2160p.WEB-DL.H265.10bit.DV.DTS.5.1-OurTV,OK,
原盘压缩（外语）,误杀瞒天记.2015.BluRay.1080p.x264.DTS-HDChina,误杀瞒天记,2015,原盘压缩（外语）/误杀瞒天记.2015.BluRay.1080p.x264.DTS-HDChina,OK,
原盘压缩（外语）,调音师.2018.1080p.Blu-ray.x265.DTS-HDMA.5.1-Natty,调音师,2018,原盘压缩（外语）/调音师.2018.1080p.Blu-ray.x265.DTS-HDMA.5.1-Natty,OK,
原盘压缩（外语）,谍影重重.2002.BluRay.2160p.HDR.x265.DTS-X.7.1-MTeam,谍影重重,2002,原盘压缩（外语）/谍影重重.2002.BluRay.2160p.HDR.x265.DTS-X.7.1-MTeam,OK,
原盘压缩（外语）,谍影重重2.2004.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,谍影重重2,2004,原盘压缩（外语）/谍影重重2.2004.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,谍影重重3.2007.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,谍影重重3,2007,原盘压缩（外语）/谍影重重3.2007.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,谍影重重4.2012.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,谍影重重4,2012,原盘压缩（外语）/谍影重重4.2012.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,谍影重重5.2016.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,谍影重重5,2016,原盘压缩（外语）/谍影重重5.2016.BluRay.2160p.x265.10bit.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,赶尽杀绝.2007.1080p.BluRay.x264.DTS-FGT,赶尽杀绝,2007,原盘压缩（外语）/赶尽杀绝.2007.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,超人.1978.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst,超人,1978,原盘压缩（外语）/超人.1978.UHD.Blu-ray.2160p.10bit.DoVi.3Audio.TrueHD(Atmos).7.1.x265-beAst,OK,
原盘压缩（外语）,超人.钢铁之躯.2013.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,超人 钢铁之躯,2013,原盘压缩（外语）/超人.钢铁之躯.2013.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,超人4.和平任务.1987.2160p.UHD.BluRay.Remux.HEVC.Atmos.TrueHD.7.1-UBits,超人4 和平任务,1987,原盘压缩（外语）/超人4.和平任务.1987.2160p.UHD.BluRay.Remux.HEVC.Atmos.TrueHD.7.1-UBits,OK,
原盘压缩（外语）,超体.2014.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi,超体,2014,原盘压缩（外语）/超体.2014.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-WiKi,OK,
原盘压缩（外语）,超级战舰.2012.1080p.BluRay.x264-SPARKS,超级战舰,2012,原盘压缩（外语）/超级战舰.2012.1080p.BluRay.x264-SPARKS,OK,
原盘压缩（外语）,辛德勒的名单.1993.1080p.Bluray.x265.AAC(5.1).DTS.GREENOTEA,辛德勒的名单,1993,原盘压缩（外语）/辛德勒的名单.1993.1080p.Bluray.x265.AAC(5.1).DTS.GREENOTEA,OK,
原盘压缩（外语）,辩护人.2013.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai,辩护人,2013,原盘压缩（外语）/辩护人.2013.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai,OK,
原盘压缩（外语）,边境杀手.2015.2160p.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-IAMABLE,边境杀手,2015,原盘压缩（外语）/边境杀手.2015.2160p.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-IAMABLE,OK,
原盘压缩（外语）,边境杀手2.边境战士.2018.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,边境杀手2 边境战士,2018,原盘压缩（外语）/边境杀手2.边境战士.2018.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压缩（外语）,过往人生.2023.UHD.BluRay.2160p.x265.10bit.HDR.DTS-HD.MA.5.1.mUHD-FRDS,过往人生,2023,原盘压缩（外语）/过往人生.2023.UHD.BluRay.2160p.x265.10bit.HDR.DTS-HD.MA.5.1.mUHD-FRDS,OK,
原盘压缩（外语）,这个杀手不太冷.1994.Extended.Remastered.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv,这个杀手不太冷,1994,原盘压缩（外语）/这个杀手不太冷.1994.Extended.Remastered.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv,OK,
原盘压缩（外语）,迷失东京.2003.1080p.BluRay.x264.DTS-FGT,迷失东京,2003,原盘压缩（外语）/迷失东京.2003.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,迷雾.2007.2160p.UHD.BluRay.x265.10bit.DV.TrueHD.7.1.Atmos-SONYHD,迷雾,2007,原盘压缩（外语）/迷雾.2007.2160p.UHD.BluRay.x265.10bit.DV.TrueHD.7.1.Atmos-SONYHD,OK,
原盘压缩（外语）,追击者.2008.KOR.BluRay.1080p.x264.DTS-CMCT,追击者,2008,原盘压缩（外语）/追击者.2008.KOR.BluRay.1080p.x264.DTS-CMCT,OK,
原盘压缩（外语）,追梦赤子心.1993.TC.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,追梦赤子心,1993,原盘压缩（外语）/追梦赤子心.1993.TC.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,逃之夭夭.2005.1080p.Blu-ray.x265.AC3￡cXcY@FRDS,逃之夭夭,2005,原盘压缩（外语）/逃之夭夭.2005.1080p.Blu-ray.x265.AC3￡cXcY@FRDS,OK,
原盘压缩（外语）,逃出亚卡拉.1979.1080p.BluRay.x265.10bit.AAC.5.1.afm72,逃出亚卡拉,1979,原盘压缩（外语）/逃出亚卡拉.1979.1080p.BluRay.x265.10bit.AAC.5.1.afm72,OK,
原盘压缩（外语）,通缉令.2008.RERiP.1080p.BluRay.x264.DTS-WiKi,通缉令,2008,原盘压缩（外语）/通缉令.2008.RERiP.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压缩（外语）,速度与激情.2001.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,速度与激情,2001,原盘压缩（外语）/速度与激情.2001.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情.特别行动.2019.2160p.UHD.BluRay.x265.10bit.DV.TrueHD.7.1.Atmos-ADE,速度与激情 特别行动,2019,原盘压缩（外语）/速度与激情.特别行动.2019.2160p.UHD.BluRay.x265.10bit.DV.TrueHD.7.1.Atmos-ADE,OK,
原盘压缩（外语）,速度与激情10.2023.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS,速度与激情10,2023,原盘压缩（外语）/速度与激情10.2023.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情2.2003.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,速度与激情2,2003,原盘压缩（外语）/速度与激情2.2003.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情3.东京漂移.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,速度与激情3 东京漂移,2006,原盘压缩（外语）/速度与激情3.东京漂移.2006.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情4.2009.BluRay.2160p.x265.10bit.HDR.4Audios.mUHD-FRDS,速度与激情4,2009,原盘压缩（外语）/速度与激情4.2009.BluRay.2160p.x265.10bit.HDR.4Audios.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情5.2011.BluRay.2160p.x265.10bit.HDR.3Audios.mUHD-FRDS,速度与激情5,2011,原盘压缩（外语）/速度与激情5.2011.BluRay.2160p.x265.10bit.HDR.3Audios.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情6.2013.Extended.Cut.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,速度与激情6,2013,原盘压缩（外语）/速度与激情6.2013.Extended.Cut.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情7.2015.EXTENDED.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,速度与激情7,2015,原盘压缩（外语）/速度与激情7.2015.EXTENDED.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情8.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,速度与激情8,2017,原盘压缩（外语）/速度与激情8.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,速度与激情9.2021.DC.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS,速度与激情9,2021,原盘压缩（外语）/速度与激情9.2021.DC.UHD.BluRay.2160p.x265.10bit.DoVi.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,野战排.1986.UHD.Blu-ray.2160p.10bit.DoVi.DTS-HD.MA.5.1.x265-beAst,野战排,1986,原盘压缩（外语）/野战排.1986.UHD.Blu-ray.2160p.10bit.DoVi.DTS-HD.MA.5.1.x265-beAst,OK,
原盘压缩（外语）,金刚.2005.Extended.Cut.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,金刚,2005,原盘压缩（外语）/金刚.2005.Extended.Cut.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,金刚狼.2009.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,金刚狼,2009,原盘压缩（外语）/金刚狼.2009.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,OK,
原盘压缩（外语）,金刚狼2.2013.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,金刚狼2,2013,原盘压缩（外语）/金刚狼2.2013.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,OK,
原盘压缩（外语）,金刚狼3.殊死一战.2017.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,金刚狼3 殊死一战,2017,原盘压缩（外语）/金刚狼3.殊死一战.2017.1080p.BluRay.x265.HEVC.10bit.AAC.5.1.Tigole,OK,
原盘压缩（外语）,金福南杀人事件始末.2010.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai,金福南杀人事件始末,2010,原盘压缩（外语）/金福南杀人事件始末.2010.BluRay.1080p.DTS-HD.MA5.1.x265.10bit-BeiTai,OK,
原盘压缩（外语）,釜山行.2016.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,釜山行,2016,原盘压缩（外语）/釜山行.2016.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,釜山行2.半岛.2020.BluRay.2160p.x265.DoVi.mUHD-FRDS,釜山行2 半岛,2020,原盘压缩（外语）/釜山行2.半岛.2020.BluRay.2160p.x265.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,钢铁侠.2008.Bluray.2160p.Dovi.HDR.x265.Atmos.TrueHD.7.1-MTeam,钢铁侠,2008,原盘压缩（外语）/钢铁侠.2008.Bluray.2160p.Dovi.HDR.x265.Atmos.TrueHD.7.1-MTeam,OK,
原盘压缩（外语）,钢铁侠2.2010.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1-SWTYBLZ,钢铁侠2,2010,原盘压缩（外语）/钢铁侠2.2010.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.5.1-SWTYBLZ,OK,
原盘压缩（外语）,钢铁侠3.2013.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.7.1-SWTYBLZ,钢铁侠3,2013,原盘压缩（外语）/钢铁侠3.2013.2160p.BluRay.x265.10bit.HDR.DTS-HD.MA.7.1-SWTYBLZ,OK,
原盘压缩（外语）,银河护卫队.2014.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,银河护卫队,2014,原盘压缩（外语）/银河护卫队.2014.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,银河护卫队2.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,银河护卫队2,2017,原盘压缩（外语）/银河护卫队2.2017.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压缩（外语）,银河护卫队3.2023.IMAX.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-CTRLHD,银河护卫队3,2023,原盘压缩（外语）/银河护卫队3.2023.IMAX.2160p.BluRay.x265.10bit.Atmos.TrueHD7.1-CTRLHD,OK,
原盘压缩（外语）,银湖之底.2018.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,银湖之底,2018,原盘压缩（外语）/银湖之底.2018.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,OK,
原盘压缩（外语）,闪电侠.2023.BluRay.2160p.TrueHD7.1.DoVi.HDR.x265.10bit-DreamHD,闪电侠,2023,原盘压缩（外语）/闪电侠.2023.BluRay.2160p.TrueHD7.1.DoVi.HDR.x265.10bit-DreamHD,OK,
原盘压缩（外语）,间谍之妻.2020.JAPANESE.1080p.BluRay.x264.DTS-iKiW,间谍之妻,2020,原盘压缩（外语）/间谍之妻.2020.JAPANESE.1080p.BluRay.x264.DTS-iKiW,OK,
原盘压缩（外语）,间谍同盟.2016.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,间谍同盟,2016,原盘压缩（外语）/间谍同盟.2016.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,OK,
原盘压缩（外语）,闻香识女人.1992.BluRay.1080p.DTS.2Audio.x264-CHD,闻香识女人,1992,原盘压缩（外语）/闻香识女人.1992.BluRay.1080p.DTS.2Audio.x264-CHD,OK,
原盘压缩（外语）,阅后即焚.2008.Bluray.1080p.DTS-HD.x264-Grym,阅后即焚,2008,原盘压缩（外语）/阅后即焚.2008.Bluray.1080p.DTS-HD.x264-Grym,OK,
原盘压缩（外语）,阳光下的罪恶.1982.INTERNAL.RESTORED.1080p.BluRay.X264-AMIABLE,阳光下的罪恶,1982,原盘压缩（外语）/阳光下的罪恶.1982.INTERNAL.RESTORED.1080p.BluRay.X264-AMIABLE,OK,
原盘压缩（外语）,阿丽塔战斗天使.2019.MULTi.UHD.BluRay.2160p.HDR.Atmos.7.1.HEVC[EN+Hindi++]-DDR.HEVC[EN+Hindi++]-DDR,阿丽塔战斗天使,2019,原盘压缩（外语）/阿丽塔战斗天使.2019.MULTi.UHD.BluRay.2160p.HDR.Atmos.7.1.HEVC[EN+Hindi++]-DDR.HEVC[EN+Hindi++]-DDR,OK,
原盘压缩（外语）,阿凡达.2009.Extended.UHD.Re-Grade.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,阿凡达,2009,原盘压缩（外语）/阿凡达.2009.Extended.UHD.Re-Grade.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,阿凡达2.水之道.2022.2160p.Bluray.TrueHD.7.1.DoVi.HDR10.x265-DreamHD,阿凡达2 水之道,2022,原盘压缩（外语）/阿凡达2.水之道.2022.2160p.Bluray.TrueHD.7.1.DoVi.HDR10.x265-DreamHD,OK,
原盘压缩（外语）,阿波罗11号.2019.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,阿波罗11号,2019,原盘压缩（外语）/阿波罗11号.2019.1080p.BluRay.x264.DTS-HD.MA.5.1-FGT,OK,
原盘压缩（外语）,阿波罗13号.1995.2160p.UHD.BluRay.x265.10bit.HDR.DTS-X.7.1-SONYHD,阿波罗13号,1995,原盘压缩（外语）/阿波罗13号.1995.2160p.UHD.BluRay.x265.10bit.HDR.DTS-X.7.1-SONYHD,OK,
原盘压缩（外语）,阿甘正传.1994.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,阿甘正传,1994,原盘压缩（外语）/阿甘正传.1994.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压缩（外语）,降临.2016.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,降临,2016,原盘压缩（外语）/降临.2016.BluRay.2160p.x265.10bit.HDR.2Audio.mUHD-FRDS,OK,
原盘压缩（外语）,雏妓.1998.BluRay.1080p.x265.10bit.FLAC.MNHD-FRDS,雏妓,1998,原盘压缩（外语）/雏妓.1998.BluRay.1080p.x265.10bit.FLAC.MNHD-FRDS,OK,
原盘压缩（外语）,雨人.1988.2160p.BluRay.x265.10bit.HDR.DTS.5.1-WiKi,雨人,1988,原盘压缩（外语）/雨人.1988.2160p.BluRay.x265.10bit.HDR.DTS.5.1-WiKi,OK,
原盘压缩（外语）,雪国列车.2013.1080p.BluRay.x264.DTS-WiKi,雪国列车,2013,原盘压缩（外语）/雪国列车.2013.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压缩（外语）,霍比特人.意外之旅.2012.BluRay.2160p.x265.DoVi.mUHD-FRDS,霍比特人 意外之旅,2012,原盘压缩（外语）/霍比特人.意外之旅.2012.BluRay.2160p.x265.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,霍比特人2.史矛革之战.2013.BluRay.2160p.x265.DoVi.mUHD-FRDS,霍比特人2 史矛革之战,2013,原盘压缩（外语）/霍比特人2.史矛革之战.2013.BluRay.2160p.x265.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,霍比特人3.五军之战.2014.BluRay.2160p.x265.DoVi.mUHD-FRDS,霍比特人3 五军之战,2014,原盘压缩（外语）/霍比特人3.五军之战.2014.BluRay.2160p.x265.DoVi.mUHD-FRDS,OK,
原盘压缩（外语）,青蜂侠.2011.1080p.BDRip.DTS-HD.extras-HighCode,青蜂侠,2011,原盘压缩（外语）/青蜂侠.2011.1080p.BDRip.DTS-HD.extras-HighCode,OK,
原盘压缩（外语）,静水城.2021.2160p.AMZN.WEB-DL.x265.10bit.HDR10Plus.DDP5.1.Atmos-CM,静水城,2021,原盘压缩（外语）/静水城.2021.2160p.AMZN.WEB-DL.x265.10bit.HDR10Plus.DDP5.1.Atmos-CM,OK,
原盘压缩（外语）,飓风营救.2008.1080p.BluRay.x264.DTS-FGT,飓风营救,2008,原盘压缩（外语）/飓风营救.2008.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,飓风营救2.2012.UNRATED.EXTENDED.1080p.BluRay.x264.DTS-FGT,飓风营救2,2012,原盘压缩（外语）/飓风营救2.2012.UNRATED.EXTENDED.1080p.BluRay.x264.DTS-FGT,OK,
原盘压缩（外语）,飓风营救3.2014.EXTENDED.1080p.BluRay.x264-SPARKS[rarbg],飓风营救3,2014,原盘压缩（外语）/飓风营救3.2014.EXTENDED.1080p.BluRay.x264-SPARKS[rarbg],OK,
原盘压缩（外语）,飞越疯人院.1975.BluRay.1080p.x265.10bit.3Audio.MNHD-FRDS,飞越疯人院,1975,原盘压缩（外语）/飞越疯人院.1975.BluRay.1080p.x265.10bit.3Audio.MNHD-FRDS,OK,
原盘压缩（外语）,香草的天空.2001.UHD.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,香草的天空,2001,原盘压缩（外语）/香草的天空.2001.UHD.BluRay.2160p.x265.10bit.HDR.3Audio.mUHD-FRDS,OK,
原盘压缩（外语）,魔鬼代言人.1997.DC.BluRay.1080p.DTS-HD.MA5.1.2Audio.x265.10bit-Xiaomi,魔鬼代言人,1997,原盘压缩（外语）/魔鬼代言人.1997.DC.BluRay.1080p.DTS-HD.MA5.1.2Audio.x265.10bit-Xiaomi,OK,
